pressure_GPa,temperature_K,volume_A3,density_kg_m3,C11_T_GPa,sigma_C11_T_GPa,C12_T_GPa,sigma_C12_T_GPa,C13_T_GPa,sigma_C13_T_GPa,C14_T_GPa,sigma_C14_T_GPa,C15_T_GPa,sigma_C15_T_GPa,C33_T_GPa,sigma_C33_T_GPa,C44_T_GPa,sigma_C44_T_GPa,C11_S_GPa,sigma_C11_S_GPa,C12_S_GPa,sigma_C12_S_GPa,C13_S_GPa,sigma_C13_S_GPa,C14_S_GPa,sigma_C14_S_GPa,C15_S_GPa,sigma_C15_S_GPa,C33_S_GPa,sigma_C33_S_GPa,C44_S_GPa,sigma_C44_S_GPa,qha_extrapolated,elastic_extrapolated,adiabatic_valid,mechanically_stable,minimum_stiffness_eigenvalue_GPa
4.0,600.0,105.48973615619522,2895.074592513941,225.5370494577362,0.3437493302249974,78.9423924554773,0.43858584374291704,66.95448448219767,0.2919004306756413,19.851722117069002,0.3654313701894351,-14.426934467896626,0.11055874964149034,123.48277293180986,0.42384472472510826,44.806055451284976,0.2521288307951985,226.49102597484395,0.3450063240224514,79.89636897259082,0.4401697706306525,67.9456010807575,0.294281702244611,19.85172211706837,0.3660884855617993,-14.42693446789445,0.11075755538140566,124.51247554432173,0.4292004069535525,44.806055451284976,0.2521288307951985,False,False,True,True,30.676254197126028
6.0,600.0,103.54376503424135,2949.4837744774463,239.46789756950918,0.34610266290009617,86.85341365646536,0.41619109321720216,75.01769075367609,0.27859567218277453,22.154347893853,0.3451708351591652,-15.449219823025674,0.10442906382425353,130.86338832571678,0.417898861998212,47.46816934127548,0.2414774245590846,240.40084971648665,0.3472136901479981,87.7863658034499,0.4175139672505749,75.98218082016423,0.28064811395405637,22.154347893852158,0.3457171551984106,-15.449219823023153,0.10459434919727911,131.86048243324205,0.4227023632793496,47.46816934127548,0.2414774245590846,False,False,True,True,31.27044660977335
8.0,600.0,101.74896908375003,3001.5110488777864,253.16130977894608,0.3508425113125705,94.78018201823343,0.4152720590616205,83.12925677713956,0.2784379419615571,24.48398034069789,0.3439477804278566,-16.47048386644722,0.10405903684353622,138.0353971749891,0.42137256788078625,50.05870164715892,0.2415782389926114,254.10614330203586,0.351882171473845,95.7250155413305,0.41649155588227,84.0967955163092,0.2803517393041546,24.483980340696956,0.3444507839311799,-16.470483866444656,0.10421121709607231,139.02618675740428,0.42590422560804025,50.05870164715892,0.2415782389926114,False,False,True,True,31.717057930414498
10.0,600.0,100.07478459400787,3051.7243295179305,266.7219887818087,0.3579178730886422,102.77261981120905,0.4385022690608441,91.3378366644171,0.29297915000964986,26.853988019289417,0.3642285498783327,-17.49756993853389,0.1101948441244036,145.05809840181513,0.43495044342859246,52.59889901795144,0.2536573870089469,267.7050006478657,0.35893705208746907,103.75563167727282,0.4397387992738378,92.33178430315674,0.29490627020446253,26.853988019288494,0.3647401170178103,-17.49756993853153,0.1103496152460324,146.0631034711017,0.43942427763305236,52.59889901795144,0.2536573870089469,False,False,True,True,32.03007864263114
0.0,700.0,110.38623271679869,2766.6552920627378,194.23883522740098,0.3862094020360763,61.761722413314764,0.5385631943785164,49.57174348245604,0.3557412561725503,14.93758351020837,0.4514016903409026,-12.193435162865693,0.13656847949026932,106.58428311159422,0.49291857548288187,38.72475150671427,0.30583809036731174,195.66470420853045,0.3890511529943077,63.18759139443841,0.542430742934633,51.02906988628811,0.360821537181114,14.937583510208997,0.4530134044539678,-12.193435162866601,0.13705609251987066,108.07376094960975,0.5033681762130032,38.72475150671427,0.30583809036731174,False,False,True,True,28.794872258665677
2.0,700.0,107.91476925781038,2830.017216523831,209.40334372097755,0.3522699955707612,69.98073305049799,0.483962569089017,57.863706363180015,0.32005420206133084,17.272701415061285,0.4052653251443531,-13.264493793065997,0.12261023913793188,114.82721709396007,0.4468879914070235,41.68880680851126,0.27536086922854985,210.62710411081724,0.3541833418050309,71.20449344034039,0.48653926533244524,59.131855629268536,0.32370642125067095,17.27270141506105,0.4063386535844419,-13.264493793064572,0.12293496728156461,116.14136533280895,0.45465468029925193,41.68880680851126,0.27536086922854985,False,False,True,True,29.803953745844453
4.0,700.0,105.73617868158371,2888.3269541685477,223.8371759887986,0.3438572097241139,77.98790613152036,0.44252490816944173,65.98397173110195,0.2942899089160891,19.575502592189736,0.3689443680058895,-14.303361671524522,0.11162158300901522,122.57629650223187,0.425330783836239,44.479356735432084,0.2540701338419081,224.97084042796283,0.34537761130017675,79.12157057069113,0.4444521057222653,67.1620058792659,0.297172758371021,19.57550259218903,0.36974378225797444,-14.30336167152203,0.1118634402970936,123.80043691477182,0.4317703536816462,44.479356735432084,0.2540701338419081,False,False,True,True,30.593813398525263
6.0,700.0,103.76590427705912,2943.169599345157,237.83079021746974,0.3456378871087735,85.915625712414,0.4178027905520905,74.06011821103128,0.2795259189827514,21.88018797159623,0.3466569241957342,-15.32820506998612,0.10487866987127042,130.0004723112351,0.4180804844638342,47.156728983106625,0.24220643261239402,238.93533080713232,0.34697090542564196,87.0201663020848,0.41939502864831196,75.20297646635854,0.2819899257321575,21.880187971595255,0.3473142720993493,-15.328205069983165,0.1050775459616118,131.18297751203417,0.4238216964605889,47.156728983106625,0.24220643261239402,False,False,True,True,31.208040579621894
8.0,700.0,101.95362003576093,2995.486131926248,251.556949597182,0.3502123492838667,93.84389543381836,0.414150963470763,82.16955673512788,0.2777127964465962,24.207697265864883,0.3429924539726432,-16.3499989023247,0.10377000940934131,137.19931187245635,0.4204889175941082,49.75651820834371,0.24096282909485583,252.67302768835083,0.3514539194972851,94.95997352499586,0.41560356042262886,83.31394883095389,0.27999191592001954,24.207697265863782,0.3435911065137742,-16.34999890232165,0.10395112762085465,138.3727362764938,0.4258826460269671,49.75651820834371,0.24096282909485583,False,False,True,True,31.67160729153177
10.0,700.0,100.26649418816517,3045.889430856829,265.1288397797933,0.3568402121561779,101.82643034341736,0.4344959822965292,90.36458221452492,0.29048081594455183,26.57235765835949,0.3607218976999561,-17.376102989205098,0.10913393062053485,144.237132081295,0.4327138050926617,52.301758609530296,0.2515875301902996,266.2884033754016,0.3580525091189062,102.98599393903383,0.4359554150240754,91.53895380006495,0.2927592256481615,26.57235765835839,0.3613249381226446,-17.376102989202256,0.10931637635524266,145.42650075943146,0.4380178165336531,52.301758609530296,0.2515875301902996,False,False,True,True,31.999823113670402
